"","X","id","Gender","Customer.Type","Age","Type.of.Travel","Class","Flight.Distance","Inflight.wifi.service","Departure.Arrival.time.convenient","Ease.of.Online.booking","Gate.location","Food.and.drink","Online.boarding","Seat.comfort","Inflight.entertainment","On.board.service","Leg.room.service","Baggage.handling","Checkin.service","Inflight.service","Cleanliness","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","satisfaction"
"17832",17831,39689,"Male","disloyal Customer",20,"Business travel","Eco",1463,1,1,1,3,1,1,1,1,5,2,2,5,5,1,115,131,"neutral or dissatisfied"
"17834",17833,41669,"Female","disloyal Customer",45,"Business travel","Eco",843,3,4,4,1,2,4,2,2,3,3,4,5,3,2,0,0,"neutral or dissatisfied"
"17835",17834,10830,"Female","disloyal Customer",36,"Business travel","Business",216,2,2,2,4,4,2,4,4,3,3,5,4,5,4,3,2,"neutral or dissatisfied"
"17836",17835,121924,"Male","Loyal Customer",49,"Business travel","Business",413,2,2,2,2,2,5,5,4,4,4,4,4,4,3,0,0,"satisfied"
"17837",17836,76754,"Female","Loyal Customer",33,"Business travel","Business",689,5,5,3,5,2,5,4,5,5,5,5,3,5,3,0,0,"satisfied"
"17838",17837,42172,"Female","disloyal Customer",22,"Business travel","Eco",817,3,3,3,2,3,3,3,3,2,2,2,3,2,3,0,0,"neutral or dissatisfied"
"17839",17838,47106,"Male","Loyal Customer",49,"Personal Travel","Eco Plus",639,2,5,2,3,3,2,2,3,4,2,5,3,5,3,0,14,"neutral or dissatisfied"
"17840",17839,59960,"Female","Loyal Customer",52,"Business travel","Business",3066,1,1,1,1,2,4,5,3,3,3,3,3,3,5,0,0,"satisfied"
"17842",17841,96604,"Male","disloyal Customer",29,"Business travel","Business",972,2,2,2,2,3,2,3,3,5,4,5,5,5,3,2,NA,"neutral or dissatisfied"
"17843",17842,113241,"Male","Loyal Customer",41,"Personal Travel","Business",236,4,4,4,3,5,2,2,3,3,4,3,1,3,1,1,0,"neutral or dissatisfied"
"17844",17843,101179,"Male","Loyal Customer",63,"Personal Travel","Eco",1069,4,5,4,2,4,4,5,4,3,4,5,5,4,4,37,32,"satisfied"
"17845",17844,26856,"Female","Loyal Customer",61,"Personal Travel","Eco",224,2,4,0,4,5,5,5,5,5,0,5,4,5,3,0,0,"neutral or dissatisfied"
"17846",17845,61561,"Male","Loyal Customer",26,"Personal Travel","Eco Plus",2253,4,1,4,3,3,4,3,3,2,3,3,3,3,3,0,0,"neutral or dissatisfied"
"17847",17846,127253,"Female","Loyal Customer",47,"Business travel","Eco",1107,1,1,1,1,1,4,3,1,1,1,1,2,1,1,21,26,"neutral or dissatisfied"
"17848",17847,55880,"Female","disloyal Customer",21,"Business travel","Eco",733,2,2,2,4,5,2,4,5,2,5,4,4,3,5,7,36,"neutral or dissatisfied"
"17849",17848,119484,"Female","Loyal Customer",45,"Business travel","Business",2957,1,1,1,1,5,4,4,5,5,5,5,3,5,4,0,0,"satisfied"
"17850",17849,122128,"Female","Loyal Customer",31,"Business travel","Business",1723,5,5,5,5,4,5,4,4,4,5,4,3,5,4,0,28,"satisfied"
"17851",17850,20004,"Female","Loyal Customer",68,"Business travel","Eco",589,4,5,3,5,1,3,3,4,4,4,4,4,4,3,0,0,"satisfied"
"17852",17851,37740,"Female","Loyal Customer",24,"Personal Travel","Eco",1097,2,1,2,4,5,2,5,5,2,4,4,1,3,5,0,0,"neutral or dissatisfied"
"17853",17852,21044,"Male","Loyal Customer",47,"Business travel","Business",3349,1,1,1,1,5,4,1,5,5,5,4,3,5,2,0,0,"satisfied"
"17855",17854,53314,"Male","Loyal Customer",60,"Personal Travel","Eco",758,2,4,2,5,5,2,5,5,4,5,4,3,5,5,0,0,"neutral or dissatisfied"
"17857",17856,26764,"Female","Loyal Customer",67,"Personal Travel","Eco",859,4,4,4,3,3,3,3,1,1,4,1,3,1,4,0,0,"neutral or dissatisfied"
"17859",17858,75995,"Female","Loyal Customer",49,"Business travel","Business",3198,1,1,1,1,5,4,5,5,5,5,5,5,5,3,0,2,"satisfied"
"17860",17859,94446,"Male","disloyal Customer",25,"Business travel","Business",562,2,0,2,3,5,2,5,5,4,2,5,4,5,5,6,0,"neutral or dissatisfied"
"17861",17860,72159,"Female","Loyal Customer",48,"Personal Travel","Eco",731,4,3,4,3,3,3,2,5,5,4,5,3,5,3,1,0,"neutral or dissatisfied"
"17863",17862,101204,"Male","Loyal Customer",43,"Personal Travel","Eco",1069,1,3,1,1,1,1,1,1,3,1,1,4,1,1,19,6,"neutral or dissatisfied"
"17864",17863,54126,"Female","Loyal Customer",37,"Business travel","Business",1400,4,4,4,4,5,3,1,4,4,4,4,5,4,2,0,0,"satisfied"
"17865",17864,95297,"Male","Loyal Customer",10,"Personal Travel","Eco",323,2,3,2,3,5,2,5,5,4,3,4,2,4,5,3,4,"neutral or dissatisfied"
"17866",17865,38460,"Male","Loyal Customer",29,"Personal Travel","Eco",1226,3,4,3,3,4,3,4,4,2,5,4,1,3,4,0,20,"neutral or dissatisfied"
"17868",17867,32869,"Male","Loyal Customer",29,"Personal Travel","Eco",101,4,5,0,2,2,0,4,2,5,2,4,3,5,2,0,0,"satisfied"
"17869",17868,54602,"Male","Loyal Customer",32,"Personal Travel","Business",964,3,5,3,2,5,3,5,5,5,5,4,4,4,5,0,0,"neutral or dissatisfied"
"17870",17869,96071,"Female","Loyal Customer",68,"Personal Travel","Eco",795,1,5,1,3,4,4,5,3,3,1,5,5,3,4,0,0,"neutral or dissatisfied"
"17872",17871,52029,"Male","Loyal Customer",35,"Personal Travel","Eco",328,1,2,1,2,3,1,3,3,3,1,2,2,3,3,0,0,"neutral or dissatisfied"
"17874",17873,7484,"Female","Loyal Customer",39,"Business travel","Business",2243,4,4,4,4,2,4,5,4,4,4,4,4,4,5,0,4,"satisfied"
"17875",17874,58323,"Female","disloyal Customer",37,"Business travel","Eco",239,2,0,3,3,5,3,5,5,2,2,1,1,3,5,13,0,"neutral or dissatisfied"
"17876",17875,651,"Male","Loyal Customer",54,"Business travel","Business",247,4,4,4,4,3,4,4,5,5,5,5,4,5,4,112,119,"satisfied"
"17878",17877,13590,"Male","Loyal Customer",62,"Personal Travel","Eco",152,1,4,0,2,3,0,3,3,5,4,4,5,5,3,8,NA,"neutral or dissatisfied"
"17880",17879,116710,"Male","Loyal Customer",44,"Business travel","Eco Plus",372,5,5,5,5,5,5,5,5,3,1,1,1,3,5,0,4,"satisfied"
"17881",17880,116848,"Male","Loyal Customer",61,"Personal Travel","Business",646,2,1,2,2,5,2,3,4,4,2,2,1,4,1,1,0,"neutral or dissatisfied"
"17882",17881,84729,"Female","Loyal Customer",48,"Business travel","Business",1894,3,3,3,3,4,4,5,5,5,5,5,5,5,5,0,0,"satisfied"
"17883",17882,25062,"Female","Loyal Customer",24,"Personal Travel","Eco",594,5,5,5,2,4,5,4,4,2,3,5,4,5,4,12,3,"satisfied"
"17884",17883,65466,"Male","Loyal Customer",52,"Business travel","Business",3118,1,1,1,1,4,5,4,2,2,2,2,3,2,3,0,0,"satisfied"
"17885",17884,10427,"Male","Loyal Customer",54,"Business travel","Business",3403,2,2,2,2,4,4,5,4,4,4,4,5,4,4,44,35,"satisfied"
"17886",17885,71705,"Female","Loyal Customer",12,"Personal Travel","Eco Plus",1005,2,5,2,1,1,2,1,1,5,3,5,4,4,1,29,23,"neutral or dissatisfied"
"17887",17886,46242,"Female","Loyal Customer",73,"Business travel","Business",1648,4,3,3,3,2,2,2,4,4,4,4,4,4,1,1,0,"neutral or dissatisfied"
"17889",17888,109027,"Female","Loyal Customer",55,"Business travel","Business",2309,2,2,2,2,2,5,4,5,5,5,5,4,5,3,2,0,"satisfied"
"17890",17889,108713,"Male","Loyal Customer",40,"Business travel","Business",2041,4,4,4,4,3,4,4,5,5,5,5,5,5,4,85,82,"satisfied"
"17891",17890,13528,"Male","disloyal Customer",25,"Business travel","Eco",152,0,0,1,5,5,1,5,5,1,5,5,1,2,5,24,42,"satisfied"
"17892",17891,8981,"Female","Loyal Customer",36,"Personal Travel","Eco",725,1,1,1,3,5,1,4,5,2,2,4,3,4,5,30,4,"neutral or dissatisfied"
"17893",17892,71111,"Male","Loyal Customer",33,"Business travel","Business",2072,2,2,2,2,4,4,4,4,3,5,5,5,5,4,0,0,"satisfied"
"17894",17893,28180,"Male","Loyal Customer",40,"Personal Travel","Eco",834,2,4,2,2,3,2,3,3,4,5,4,4,5,3,38,24,"neutral or dissatisfied"
"17896",17895,73312,"Male","Loyal Customer",45,"Business travel","Business",1197,2,1,2,2,3,5,5,5,5,5,5,4,5,3,0,19,"satisfied"
"17897",17896,103854,"Female","Loyal Customer",16,"Business travel","Business",1056,2,3,3,3,2,1,2,2,4,2,3,3,3,2,0,0,"neutral or dissatisfied"
"17898",17897,2150,"Male","disloyal Customer",49,"Business travel","Business",685,3,3,3,3,4,3,4,4,5,3,5,3,4,4,0,0,"neutral or dissatisfied"
"17899",17898,100503,"Female","Loyal Customer",18,"Business travel","Business",3864,1,4,4,4,1,1,1,1,2,5,4,4,4,1,0,0,"neutral or dissatisfied"
"17901",17900,102590,"Female","Loyal Customer",30,"Business travel","Eco Plus",488,4,1,1,1,4,3,4,4,4,1,3,1,3,4,0,0,"neutral or dissatisfied"
"17902",17901,55436,"Male","Loyal Customer",39,"Business travel","Business",2521,4,4,4,4,3,3,3,5,2,3,4,3,5,3,0,0,"satisfied"
"17903",17902,8020,"Male","Loyal Customer",50,"Business travel","Business",2744,4,4,4,4,2,4,5,5,5,5,5,5,5,5,0,0,"satisfied"
"17904",17903,98279,"Male","Loyal Customer",51,"Business travel","Business",2486,4,4,4,4,1,4,1,4,4,4,4,3,4,4,0,0,"satisfied"
"17906",17905,94506,"Female","Loyal Customer",55,"Business travel","Business",2082,5,5,5,5,4,4,4,4,4,4,4,5,4,5,1,0,"satisfied"
"17907",17906,9329,"Male","Loyal Customer",52,"Personal Travel","Eco",542,2,5,2,1,4,2,4,4,4,3,4,4,5,4,36,27,"neutral or dissatisfied"
"17910",17909,6817,"Male","Loyal Customer",43,"Personal Travel","Eco",235,3,1,3,2,3,3,3,3,3,4,1,3,1,3,0,0,"neutral or dissatisfied"
"17911",17910,67944,"Male","Loyal Customer",10,"Personal Travel","Eco",1235,3,5,3,2,1,3,1,1,5,2,4,5,4,1,2,0,"neutral or dissatisfied"
"17913",17912,101042,"Male","Loyal Customer",53,"Business travel","Business",368,1,1,1,1,3,5,5,5,5,5,5,3,5,3,0,0,"satisfied"
"17914",17913,90222,"Female","Loyal Customer",45,"Business travel","Business",2329,5,5,5,5,3,5,4,3,3,3,3,3,3,4,0,0,"satisfied"
"17916",17915,66286,"Male","Loyal Customer",44,"Personal Travel","Eco Plus",550,3,1,4,3,1,4,2,1,4,5,1,1,2,1,1,0,"neutral or dissatisfied"
"17917",17916,101118,"Male","Loyal Customer",46,"Business travel","Business",1069,3,3,3,3,2,4,5,3,3,3,3,5,3,5,0,0,"satisfied"
"17918",17917,124140,"Male","Loyal Customer",18,"Personal Travel","Eco",529,3,2,1,3,3,1,3,3,4,3,3,2,2,3,22,25,"neutral or dissatisfied"
"17919",17918,25027,"Female","Loyal Customer",58,"Business travel","Eco",907,1,0,0,4,4,4,3,5,5,1,5,4,5,3,12,10,"neutral or dissatisfied"
"17920",17919,5590,"Female","Loyal Customer",50,"Business travel","Business",2727,3,5,5,5,1,3,4,3,3,3,3,3,3,4,11,41,"neutral or dissatisfied"
"17921",17920,83489,"Female","Loyal Customer",52,"Business travel","Business",2528,3,3,3,3,3,3,4,3,3,3,3,4,3,1,0,0,"neutral or dissatisfied"
"17923",17922,63155,"Female","disloyal Customer",36,"Business travel","Business",447,2,2,2,4,3,2,2,3,5,2,5,3,4,3,14,7,"neutral or dissatisfied"
"17924",17923,69850,"Male","Loyal Customer",14,"Personal Travel","Eco",1055,3,4,3,1,1,3,1,1,4,3,4,3,5,1,20,19,"neutral or dissatisfied"
"17925",17924,63242,"Female","Loyal Customer",54,"Business travel","Business",3408,4,4,4,4,2,4,4,5,5,5,5,4,5,3,2,0,"satisfied"
"17926",17925,30074,"Male","Loyal Customer",22,"Personal Travel","Eco",213,1,3,1,3,1,1,1,1,1,5,3,4,3,1,0,0,"neutral or dissatisfied"
"17928",17927,70366,"Female","Loyal Customer",47,"Business travel","Business",3715,3,2,2,2,3,2,2,3,3,3,3,2,3,1,0,12,"neutral or dissatisfied"
"17929",17928,101047,"Female","Loyal Customer",46,"Business travel","Business",368,3,3,3,3,2,5,5,5,5,5,5,5,5,5,18,5,"satisfied"
"17931",17930,13020,"Female","Loyal Customer",44,"Business travel","Business",2460,4,5,3,5,3,3,4,4,4,4,4,1,4,4,78,68,"neutral or dissatisfied"
"17932",17931,105815,"Female","Loyal Customer",42,"Personal Travel","Eco",787,3,4,3,2,3,4,4,5,5,3,5,4,5,4,43,75,"neutral or dissatisfied"
"17933",17932,10698,"Male","Loyal Customer",29,"Business travel","Business",74,2,2,2,2,2,2,2,2,2,3,4,2,4,2,0,0,"neutral or dissatisfied"
"17934",17933,42170,"Female","Loyal Customer",22,"Business travel","Business",834,4,2,2,2,4,4,4,4,2,2,3,4,4,4,0,7,"neutral or dissatisfied"
"17935",17934,9536,"Female","disloyal Customer",25,"Business travel","Business",288,5,4,5,4,4,5,4,4,5,4,5,5,5,4,0,0,"satisfied"
"17938",17937,88955,"Female","disloyal Customer",29,"Business travel","Business",1184,1,1,1,1,1,1,1,1,5,4,4,4,4,1,0,0,"neutral or dissatisfied"
"17939",17938,6153,"Male","Loyal Customer",58,"Business travel","Business",501,2,2,2,2,5,4,5,3,3,4,3,4,3,3,14,15,"satisfied"
"17940",17939,91836,"Male","Loyal Customer",24,"Personal Travel","Eco Plus",532,1,4,3,5,3,3,3,3,4,4,5,3,5,3,0,0,"neutral or dissatisfied"
"17941",17940,125032,"Male","Loyal Customer",42,"Business travel","Business",2300,4,4,4,4,3,3,3,5,5,3,5,3,3,3,5,11,"satisfied"
"17942",17941,92449,"Male","Loyal Customer",45,"Business travel","Business",2139,3,3,3,3,4,5,5,5,5,4,5,3,5,4,0,0,"satisfied"
"17943",17942,106847,"Male","Loyal Customer",43,"Personal Travel","Eco",1733,1,4,2,4,4,2,4,4,4,4,5,3,5,4,1,9,"neutral or dissatisfied"
"17945",17944,11621,"Female","Loyal Customer",51,"Personal Travel","Eco",657,1,2,1,3,3,3,4,3,3,1,3,1,3,4,5,0,"neutral or dissatisfied"
"17946",17945,89013,"Male","Loyal Customer",27,"Business travel","Business",2139,4,4,5,4,4,4,4,4,5,5,5,3,4,4,1,0,"satisfied"
"17947",17946,24088,"Female","Loyal Customer",27,"Business travel","Business",3163,1,1,1,1,4,4,4,4,1,5,1,4,1,4,0,0,"satisfied"
"17948",17947,77128,"Female","Loyal Customer",26,"Personal Travel","Eco Plus",1481,3,5,3,1,2,3,1,2,4,2,5,4,5,2,0,0,"neutral or dissatisfied"
"17949",17948,73858,"Female","Loyal Customer",67,"Personal Travel","Eco",1810,3,5,4,1,1,5,5,2,2,4,2,4,2,4,0,0,"neutral or dissatisfied"
"17952",17951,38742,"Female","Loyal Customer",44,"Business travel","Business",3179,4,4,4,4,3,3,3,4,4,4,4,1,4,1,11,0,"satisfied"
"17953",17952,70960,"Female","disloyal Customer",42,"Business travel","Business",802,2,2,2,1,5,2,5,5,4,4,4,3,5,5,0,12,"neutral or dissatisfied"
"17954",17953,114333,"Female","Loyal Customer",70,"Personal Travel","Eco",846,2,4,2,2,2,5,5,5,5,2,5,5,5,3,51,32,"neutral or dissatisfied"
"17955",17954,67176,"Male","Loyal Customer",10,"Personal Travel","Eco",985,3,4,3,1,2,3,2,2,4,2,4,5,5,2,12,11,"neutral or dissatisfied"
"17956",17955,13160,"Male","Loyal Customer",57,"Personal Travel","Eco",562,2,1,2,4,1,2,1,1,2,2,4,4,3,1,0,0,"neutral or dissatisfied"
"17957",17956,9155,"Male","Loyal Customer",29,"Personal Travel","Eco Plus",227,1,5,1,3,1,1,1,1,4,5,5,3,4,1,30,40,"neutral or dissatisfied"
"17959",17958,128391,"Female","Loyal Customer",43,"Business travel","Eco",355,3,5,5,5,3,3,3,3,3,3,3,3,3,3,0,0,"neutral or dissatisfied"
"17962",17961,100619,"Female","disloyal Customer",27,"Business travel","Eco",1121,4,4,4,2,4,4,4,4,5,2,4,2,4,4,17,3,"neutral or dissatisfied"
"17964",17963,105710,"Female","disloyal Customer",23,"Business travel","Eco",787,1,1,1,3,4,1,4,4,2,5,4,2,4,4,22,24,"neutral or dissatisfied"
"17965",17964,2460,"Male","Loyal Customer",22,"Business travel","Business",2708,1,1,1,1,1,1,1,1,1,1,4,4,3,1,0,18,"neutral or dissatisfied"
"17966",17965,122606,"Female","Loyal Customer",48,"Business travel","Eco",728,4,5,5,5,5,3,4,4,4,4,4,1,4,4,0,0,"neutral or dissatisfied"
"17968",17967,98338,"Female","Loyal Customer",54,"Business travel","Business",1046,4,4,4,4,3,4,5,4,4,4,4,3,4,4,0,0,"satisfied"
"17969",17968,18551,"Female","Loyal Customer",19,"Business travel","Business",3842,5,5,5,5,5,5,5,5,1,5,5,1,4,5,0,0,"satisfied"
"17970",17969,22830,"Female","disloyal Customer",34,"Business travel","Eco",151,2,3,2,4,3,2,3,3,2,2,3,2,3,3,15,0,"neutral or dissatisfied"
"17971",17970,113593,"Male","disloyal Customer",20,"Business travel","Eco",407,2,1,1,3,5,1,5,5,4,2,4,3,4,5,0,1,"neutral or dissatisfied"
"17972",17971,7973,"Female","Loyal Customer",70,"Personal Travel","Eco Plus",594,3,4,3,4,2,3,4,5,5,3,3,2,5,5,0,1,"neutral or dissatisfied"
"17973",17972,24812,"Female","disloyal Customer",21,"Business travel","Eco",828,5,5,5,4,2,5,2,2,3,1,4,3,1,2,0,20,"satisfied"
"17974",17973,11899,"Female","disloyal Customer",38,"Business travel","Business",744,3,3,3,2,4,3,4,4,5,4,5,5,4,4,35,33,"neutral or dissatisfied"
"17975",17974,118327,"Female","Loyal Customer",53,"Business travel","Business",3738,3,3,3,3,4,4,4,4,4,5,4,5,4,5,5,4,"satisfied"
"17976",17975,26546,"Female","Loyal Customer",7,"Personal Travel","Eco",990,2,4,2,1,2,2,2,2,5,3,5,3,5,2,0,0,"neutral or dissatisfied"
"17978",17977,34467,"Male","Loyal Customer",48,"Business travel","Eco",266,5,1,1,1,5,5,5,5,2,3,5,4,4,5,0,21,"satisfied"
"17979",17978,58419,"Male","disloyal Customer",22,"Business travel","Eco",733,3,3,3,3,3,3,3,3,2,2,3,3,4,3,42,42,"neutral or dissatisfied"
"17980",17979,74034,"Male","Loyal Customer",50,"Personal Travel","Eco",1471,3,4,3,5,3,3,3,3,4,5,4,4,5,3,0,0,"neutral or dissatisfied"
"17981",17980,65630,"Male","Loyal Customer",55,"Personal Travel","Eco",237,2,5,2,1,5,2,5,5,5,4,4,3,5,5,1,0,"neutral or dissatisfied"
"17983",17982,45137,"Male","Loyal Customer",56,"Business travel","Eco",174,4,3,3,3,4,4,4,4,5,4,1,4,1,4,0,0,"satisfied"
"17986",17985,37031,"Male","Loyal Customer",35,"Business travel","Business",994,3,3,3,3,3,4,1,4,4,4,4,5,4,4,0,0,"satisfied"
"17987",17986,86441,"Female","Loyal Customer",47,"Business travel","Business",2981,2,5,1,1,3,4,3,2,2,2,2,4,2,1,15,0,"neutral or dissatisfied"
"17988",17987,13246,"Female","Loyal Customer",40,"Business travel","Eco",657,4,4,4,4,4,4,4,4,2,1,3,2,3,4,0,0,"satisfied"
"17989",17988,94732,"Female","Loyal Customer",37,"Business travel","Eco",239,3,3,3,3,3,3,3,3,3,5,4,4,4,3,0,0,"neutral or dissatisfied"
"17990",17989,49875,"Male","Loyal Customer",24,"Business travel","Business",1738,1,3,2,3,1,1,1,1,2,1,1,1,2,1,0,8,"neutral or dissatisfied"
"17991",17990,114811,"Male","Loyal Customer",57,"Business travel","Business",3821,3,3,4,3,4,4,4,5,4,5,4,4,4,4,181,202,"satisfied"
"17992",17991,50682,"Male","Loyal Customer",54,"Personal Travel","Eco",109,4,3,4,2,2,4,2,2,2,3,3,3,3,2,0,0,"neutral or dissatisfied"
"17993",17992,39096,"Female","Loyal Customer",70,"Personal Travel","Eco",984,3,4,3,2,4,5,4,4,4,3,4,4,4,4,0,0,"neutral or dissatisfied"
"17995",17994,86801,"Male","Loyal Customer",39,"Business travel","Business",2419,1,1,5,1,5,5,4,5,5,4,5,5,5,3,26,22,"satisfied"
"17996",17995,84535,"Male","Loyal Customer",32,"Business travel","Business",2615,3,2,2,2,3,3,3,3,4,1,4,4,4,3,0,0,"neutral or dissatisfied"
"17997",17996,119053,"Female","Loyal Customer",33,"Business travel","Business",2279,3,4,4,4,3,4,3,3,3,3,3,3,3,4,0,0,"neutral or dissatisfied"
"17998",17997,82778,"Male","Loyal Customer",12,"Personal Travel","Eco",926,4,3,4,4,4,4,4,4,4,5,1,2,1,4,0,0,"neutral or dissatisfied"
"17999",17998,126605,"Female","disloyal Customer",25,"Business travel","Business",1337,4,0,4,1,4,4,4,4,4,5,4,4,5,4,11,3,"satisfied"
"18000",17999,111916,"Male","Loyal Customer",51,"Business travel","Business",2581,5,5,5,5,5,4,5,4,4,4,4,3,4,5,3,0,"satisfied"
"18001",18000,23221,"Female","Loyal Customer",55,"Personal Travel","Eco",326,3,1,3,1,2,1,2,1,1,3,1,1,1,1,47,44,"neutral or dissatisfied"
"18002",18001,110320,"Male","Loyal Customer",43,"Business travel","Business",798,5,5,5,5,2,4,5,3,3,3,3,3,3,4,0,0,"satisfied"
"18003",18002,113305,"Female","disloyal Customer",33,"Business travel","Business",414,3,3,3,1,3,2,2,5,5,4,4,2,3,2,145,126,"neutral or dissatisfied"
"18005",18004,84136,"Male","Loyal Customer",43,"Business travel","Eco",382,3,1,5,5,2,3,2,2,1,1,4,3,4,2,0,0,"neutral or dissatisfied"
"18006",18005,108202,"Female","Loyal Customer",39,"Personal Travel","Eco Plus",1105,3,1,3,2,1,3,1,1,3,1,2,1,2,1,85,90,"neutral or dissatisfied"
"18007",18006,36673,"Male","Loyal Customer",69,"Personal Travel","Eco",1249,1,5,1,2,3,1,3,3,2,2,5,5,3,3,11,0,"neutral or dissatisfied"
"18008",18007,72418,"Male","Loyal Customer",49,"Business travel","Business",2257,5,5,2,5,2,4,5,4,4,4,4,4,4,5,0,0,"satisfied"
"18009",18008,92568,"Female","Loyal Customer",56,"Business travel","Business",2139,4,4,4,4,5,4,5,3,3,3,3,5,3,4,0,0,"satisfied"
"18010",18009,69889,"Female","Loyal Customer",38,"Business travel","Business",1514,2,2,2,2,3,4,4,4,4,4,4,5,4,4,7,0,"satisfied"
"18011",18010,127257,"Female","Loyal Customer",54,"Business travel","Business",3782,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11,0,"satisfied"
"18012",18011,71068,"Female","Loyal Customer",43,"Personal Travel","Eco",802,2,4,2,5,1,1,5,5,5,2,5,4,5,3,13,0,"neutral or dissatisfied"
"18013",18012,5299,"Female","Loyal Customer",19,"Personal Travel","Eco",190,2,3,0,1,3,0,3,3,2,2,2,2,4,3,2,0,"neutral or dissatisfied"
"18014",18013,89288,"Male","Loyal Customer",70,"Business travel","Business",453,4,5,5,5,3,4,4,4,4,4,4,3,4,1,12,15,"neutral or dissatisfied"
"18015",18014,92761,"Male","Loyal Customer",44,"Business travel","Business",3528,5,5,5,5,4,4,5,4,4,4,4,3,4,4,10,0,"satisfied"
"18016",18015,19957,"Male","Loyal Customer",52,"Business travel","Eco Plus",343,3,1,1,1,3,3,3,3,2,4,4,3,2,3,188,183,"neutral or dissatisfied"
"18017",18016,79900,"Male","Loyal Customer",54,"Business travel","Business",1005,3,3,3,3,3,5,4,4,4,4,4,5,4,4,0,0,"satisfied"
"18018",18017,24216,"Female","disloyal Customer",32,"Business travel","Eco",170,3,4,3,3,1,3,1,1,1,5,4,2,4,1,0,0,"neutral or dissatisfied"
"18019",18018,55120,"Female","Loyal Customer",53,"Personal Travel","Eco",1608,1,5,1,4,4,4,5,3,3,1,5,5,3,4,14,24,"neutral or dissatisfied"
"18021",18020,50975,"Female","Loyal Customer",22,"Personal Travel","Eco",190,4,5,0,4,1,0,1,1,4,4,4,4,5,1,0,0,"neutral or dissatisfied"
"18022",18021,62324,"Male","Loyal Customer",49,"Personal Travel","Eco",414,2,2,2,3,3,2,3,3,2,4,4,2,4,3,0,0,"neutral or dissatisfied"
"18023",18022,88185,"Female","Loyal Customer",45,"Business travel","Business",581,1,1,1,1,3,4,4,4,4,4,4,4,4,4,0,0,"satisfied"
"18026",18025,75497,"Male","Loyal Customer",43,"Business travel","Business",2585,4,4,3,4,3,4,4,5,5,5,5,3,5,4,0,0,"satisfied"
"18028",18027,67298,"Female","disloyal Customer",25,"Business travel","Eco Plus",985,3,4,3,3,5,3,5,5,2,5,4,3,4,5,0,0,"neutral or dissatisfied"
"18029",18028,20209,"Female","Loyal Customer",60,"Personal Travel","Business",346,1,5,5,4,3,5,5,1,1,5,1,4,1,4,9,8,"neutral or dissatisfied"
"18030",18029,114906,"Female","Loyal Customer",46,"Business travel","Business",1745,3,3,3,3,2,5,4,5,5,5,5,4,5,5,0,0,"satisfied"
"18034",18033,25498,"Female","Loyal Customer",12,"Business travel","Business",516,3,3,3,3,3,3,3,3,2,5,3,4,4,3,0,8,"neutral or dissatisfied"
"18036",18035,35483,"Male","Loyal Customer",29,"Personal Travel","Eco",944,3,3,3,4,5,3,5,5,2,5,5,2,2,5,1,3,"neutral or dissatisfied"
"18037",18036,91075,"Female","Loyal Customer",68,"Personal Travel","Eco",270,1,4,0,1,5,5,4,4,4,0,4,5,4,5,0,0,"neutral or dissatisfied"
"18039",18038,31610,"Male","Loyal Customer",52,"Business travel","Business",853,4,4,4,4,3,5,5,5,5,5,5,3,5,3,0,0,"satisfied"
"18042",18041,116841,"Female","Loyal Customer",68,"Personal Travel","Business",646,3,4,3,3,3,4,4,4,4,3,4,2,4,2,24,17,"neutral or dissatisfied"
"18043",18042,5031,"Male","Loyal Customer",55,"Business travel","Business",3407,3,3,3,3,2,4,4,5,5,5,5,4,5,3,17,24,"satisfied"
"18044",18043,2487,"Male","disloyal Customer",22,"Business travel","Eco",1379,3,3,3,5,4,3,4,4,4,3,5,5,5,4,3,11,"neutral or dissatisfied"
"18045",18044,5992,"Female","Loyal Customer",56,"Business travel","Business",3552,4,4,4,4,3,5,5,5,5,5,5,3,5,4,0,0,"satisfied"
